quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id
199805,262,210101,10,0.81999999,,210101
200108,7,210101,3,0.79000002,,210101
198806,107,210101,3,0.55000001,,210101
199103,44,210101,8,0.63999999,,210101
199004,2,210101,8,0.58999997,,210101
199211,147,210101,12,0.56999999,,210101
199912,937,210101,11,0.44999999,,210101
199901,50,210101,13,0.46000001,,210101
199707,5,210101,7,0.56,,210101
198904,96,210101,8,0.58999997,,210101
199403,910,210101,5,0.47,,210101
200308,113,210101,9,0.94999999,,210101
199202,10,210101,6,0.76999998,,210101
199503,801,210101,6,0.38999999,,210101
199302,803,210101,7,0.54000002,,210101
199508,96,210101,8,0.79000002,,210101
199310,49,210101,8,0.75,,210101
199608,17,210101,12,0.86000001,,210101
199312,802,210101,7,0.63,,210101
199703,4,210101,4,0.88999999,,210101
199002,6,210101,3,0.64999998,,210101
200002,15,210101,2,0.49000001,,210101
199305,22,210101,12,0.50999999,,210101
198806,4,210101,2,0.56999999,,210101
199105,6,210101,8,0.47,,210101
199202,911,210101,4,0.57999998,,210101
199406,189,210101,2,0.72000003,,210101
199301,183,210101,5,0.50999999,,210101
199407,16,210101,9,0.49000001,S,210101
199101,10,210101,7,0.64999998,,210101
198812,90,210101,5,0.64999998,,210101
198911,1,210101,12,0.47999999,,210101
198909,11,210101,11,0.56,,210101
198810,4,210101,8,0.50999999,,210101
199511,1,210101,8,0.62,,210101
199908,802,210101,8,0.63,,210101
200208,50,210101,2,0.94999999,,210101
200011,64,210101,7,0.81999999,,210101
199512,96,210101,8,0.79000002,,210101
199111,1,210101,2,0.47,,210101
200304,95,210101,3,0.73000002,,210101
198911,4,210101,2,0.68000001,,210101
199111,7,210101,2,0.49000001,,210101
199602,185,210101,9,0.47999999,S,210101
199705,1,210101,6,0.5,,210101
200301,937,210101,13,0.58999997,,210101
199905,40,210101,11,0.44999999,,210101
199103,5,210101,10,0.47999999,,210101
199106,80,210101,3,0.64999998,,210101
199004,1,210101,9,0.41,,210101
200012,801,210101,5,0.34999999,,210101
200104,941,210101,5,0.55000001,,210101
199603,21,210101,6,0.47,,210101
198803,1,210101,4,0.41,,210101
198912,9,210101,6,0.58999997,,210101
199003,74,210101,10,0.60000002,,210101
199208,155,210101,9,0.75,,210101
199204,18,210101,9,0.62,,210101
199012,901,210101,4,0.44999999,,210101
198806,2,210101,8,0.44999999,,210101
199103,10,210101,3,0.43000001,,210101
199711,106,210101,3,0.41999999,,210101
199905,41,210101,12,0.76999998,,210101
200102,68,210101,3,0.98000002,,210101
200108,50,210101,2,0.89999998,,210101
199904,129,210101,2,0.64999998,Q,210101
199111,94,210101,2,0.58999997,,210101
198802,1,210101,12,0.41,,210101
199307,4,210101,4,0.80000001,,210101
199701,27,210101,3,0.38999999,,210101
199305,5,210101,7,0.81,,210101
199510,4,210101,5,0.34999999,,210101
198901,10,210101,11,0.40000001,,210101
199106,4,210101,2,0.74000001,,210101
199211,803,210101,3,0.51999998,,210101
198901,47,210101,2,0.44,,210101
199701,801,210101,10,0.64999998,,210101
199010,6,210101,4,0.62,,210101
199309,81,210101,11,0.81999999,,210101
200011,205,210101,4,0.75,,210101
200205,801,210101,2,0.44,,210101
199409,191,210101,3,0.58999997,,210101
199604,125,210101,7,0.54000002,,210101
199210,11,210101,11,0.70999998,,210101
199202,16,210101,9,0.50999999,,210101
198910,1,210101,13,0.58999997,,210101
200109,92,210101,7,0.72000003,,210101
199306,8,210101,9,0.66000003,,210101
199002,901,210101,2,0.44,,210101
200106,801,210101,10,0.72000003,,210101
198901,80,210101,10,0.47,,210101
199002,43,210101,4,0.44,,210101
198811,4,210101,10,0.56,,210101
199501,802,210101,9,0.64999998,,210101
200110,126,210101,8,0.83999997,,210101
199111,58,210101,9,0.64999998,,210101
199202,801,210101,11,0.38999999,,210101
199505,136,210101,4,0.75,,210101
199011,1,210101,8,0.50999999,,210101
199710,1,210101,6,0.5,,210101
200311,962,210101,3,0.68000001,,210101
200309,961,210101,2,0.68000001,,210101
198906,54,210101,9,0.56,,210101
199709,801,210101,6,0.41999999,,210101
199407,926,210101,8,0.38999999,,210101
198803,2,210101,3,0.44,,210101
199011,4,210101,10,0.44999999,,210101
200107,39,210101,8,0.75,,210101
199004,49,210101,2,0.46000001,,210101
199303,1,210101,7,0.67000002,,210101
200107,152,210101,7,0.86000001,,210101
200202,50,210101,4,0.75,,210101
200009,808,210101,4,0.34999999,,210101
199312,802,210101,11,0.69,R,210101
199010,142,210101,7,0.47999999,,210101
199606,901,210101,12,0.41999999,,210101
199110,1,210101,9,0.55000001,,210101
200203,39,210101,8,0.79000002,,210101
198903,3,210101,3,0.47,,210101
200311,99,210101,12,0.76999998,,210101
199311,8,210101,9,0.66000003,,210101
199803,808,210101,9,0.33000001,,210101
199605,311,210101,12,0.41999999,,210101
199304,73,210101,3,0.50999999,,210101
200101,14,210101,5,0.93000001,,210101
199002,56,210101,9,0.38999999,,210101
200208,113,210101,9,0.94999999,,210101
200306,801,210101,6,0.36000001,,210101
199102,901,210101,3,0.47,,210101
200108,52,210101,2,0.54000002,,210101
199103,64,210101,9,0.43000001,,210101
200008,803,210101,6,0.72000003,,210101
200310,937,210101,10,0.58999997,,210101
199111,2,210101,2,0.47,,210101
198804,11,210101,7,0.63999999,,210101
199709,910,210101,4,0.41999999,,210101
199008,4,210101,8,0.58999997,,210101
200006,807,210101,8,0.38999999,,210101
199601,910,210101,5,0.38999999,,210101
199010,13,210101,9,0.64999998,,210101
200307,801,210101,8,0.36000001,S,210101
200308,74,210101,3,0.81,R,210101
199911,802,210101,4,0.38999999,,210101
198803,3,210101,5,0.41,,210101
199309,2,210101,10,0.49000001,,210101
199808,58,210101,3,0.85000002,,210101
199808,5,210101,7,0.56999999,,210101
199506,98,210101,2,0.79000002,,210101
200009,129,210101,2,0.69,Q,210101
199104,5,210101,7,0.73000002,,210101
199610,910,210101,4,0.38999999,S,210101
198904,1,210101,9,0.50999999,,210101
199104,20,210101,3,0.47999999,,210101
199903,937,210101,7,0.44999999,,210101
199904,50,210101,4,0.67000002,,210101
200209,801,210101,3,0.38999999,,210101
200107,53,210101,3,1.05,,210101
200006,29,210101,9,0.86000001,,210101
199402,1,210101,3,0.50999999,,210101
198810,119,210101,5,0.44,,210101
199610,311,210101,12,0.41999999,,210101
198906,901,210101,7,0.44,,210101
199303,183,210101,10,0.41,,210101
200206,32,210101,2,1.09,,210101
199004,3,210101,6,0.49000001,,210101
199012,5,210101,3,0.44999999,,210101
199609,901,210101,6,0.41999999,,210101
200006,7,210101,7,0.49000001,R,210101
199912,939,210101,12,0.17,C,210101
199404,24,210101,2,0.75,,210101
198903,5,210101,7,0.47,,210101
199007,130,210101,8,0.52999997,,210101
200310,808,210101,4,0.41,Q,210101
200310,803,210101,12,0.68000001,,210101
200306,808,210101,9,0.38,Q,210101
199008,72,210101,4,0.44,,210101
198909,1,210101,3,0.40000001,,210101
199606,926,210101,4,0.41999999,,210101
199904,937,210101,13,0.44999999,,210101
199803,20,210101,3,0.46000001,,210101
200107,40,210101,11,0.44999999,,210101
199103,901,210101,6,0.47,,210101
199510,44,210101,2,0.79000002,,210101
199007,2,210101,10,0.44999999,,210101
199307,1,210101,2,0.38999999,,210101
199411,127,210101,13,0.58999997,C,210101
198810,12,210101,3,0.63,,210101
199111,97,210101,4,0.47,,210101
199503,167,210101,3,0.58999997,,210101
199004,8,210101,10,0.60000002,,210101
199205,801,210101,9,0.44,,210101
200004,801,210101,8,0.34999999,,210101
200306,150,210101,8,0.93000001,,210101
199307,910,210101,4,0.47,,210101
199701,259,210101,3,0.44999999,,210101
199602,141,210101,9,0.83999997,,210101
199106,1,210101,7,0.28999999,,210101
199604,803,210101,7,0.52999997,,210101
200103,807,210101,10,0.34999999,,210101
199812,141,210101,9,0.76999998,,210101
199609,18,210101,9,0.64999998,,210101
198809,11,210101,12,0.44,,210101
199211,164,210101,13,0.69999999,,210101
199510,901,210101,7,0.38999999,,210101
199404,65,210101,12,0.69999999,,210101
199401,150,210101,5,0.28999999,S,210101
198810,24,210101,11,0.62,,210101
198811,49,210101,8,0.63,,210101
199501,802,210101,4,0.34999999,,210101
199108,63,210101,6,0.75999999,,210101
198909,41,210101,6,0.57999998,,210101
199007,141,210101,9,0.66000003,,210101
199212,910,210101,10,0.47,,210101
200204,937,210101,2,0.58999997,,210101
198810,68,210101,5,0.41999999,,210101
200208,801,210101,7,0.57999998,,210101
199903,61,210101,2,0.55000001,,210101
199905,801,210101,4,0.34999999,,210101
200312,47,210101,9,0.79000002,,210101
199107,200,210101,3,0.47,,210101
199902,802,210101,11,0.34999999,,210101
200311,62,210101,3,0.85000002,,210101
199804,60,210101,7,0.81999999,,210101
200009,115,210101,3,0.92000002,,210101
199601,1,210101,9,0.50999999,,210101
200002,6,210101,2,0.76999998,,210101
199703,803,210101,12,0.58999997,,210101
198811,2,210101,6,0.47999999,,210101
199412,121,210101,2,0.38999999,,210101
199404,189,210101,2,0.72000003,,210101
198903,1,210101,9,0.41,,210101
200012,115,210101,3,0.92000002,,210101
199712,9,210101,6,0.25,,210101
200309,951,210101,12,0.36000001,,210101
199309,9,210101,6,0.38999999,,210101
199407,57,210101,9,0.57999998,,210101
199110,910,210101,5,0.47,,210101
199503,926,210101,2,0.38999999,,210101
199110,126,210101,8,0.64999998,,210101
199405,77,210101,4,0.81,,210101
200111,941,210101,7,0.58999997,,210101
199201,3,210101,11,0.79000002,,210101
199308,803,210101,9,0.38999999,,210101
198910,5,210101,2,0.64999998,,210101
199104,8,210101,11,0.55000001,,210101
200005,70,210101,5,0.19,,210101
199007,9,210101,7,0.44,,210101
199806,9,210101,10,0.33000001,,210101
199906,17,210101,12,0.93000001,,210101
200303,83,210101,3,0.38999999,,210101
198802,12,210101,3,0.60000002,,210101
198911,3,210101,11,0.63,,210101
199501,803,210101,6,0.44999999,,210101
199211,49,210101,8,0.69,,210101
200304,941,210101,5,0.63999999,,210101
199611,926,210101,12,0.41999999,,210101
199005,44,210101,8,0.54000002,,210101
198909,8,210101,2,0.57999998,,210101
199609,910,210101,5,0.38999999,S,210101
199906,802,210101,8,0.63,,210101
200312,803,210101,6,0.85000002,,210101
199603,3,210101,10,0.75,,210101
199209,4,210101,12,0.58999997,,210101
199703,11,210101,12,0.55000001,,210101
199001,1,210101,12,0.52999997,,210101
199109,4,210101,2,0.58999997,,210101
199106,16,210101,9,0.50999999,,210101
199802,50,210101,3,0.95999998,,210101
198803,2,210101,8,0.41,,210101
199508,132,210101,4,0.51999998,,210101
199109,52,210101,5,0.47,,210101
199612,801,210101,8,0.75,,210101
200112,939,210101,12,0.19,,210101
199504,114,210101,2,0.70999998,,210101
199103,9,210101,7,0.47,,210101
199908,808,210101,4,0.34999999,,210101
199510,150,210101,5,0.28999999,,210101
199505,122,210101,3,0.75999999,,210101
200310,60,210101,2,1.05,,210101
200109,18,210101,6,0.94999999,,210101
200004,174,210101,3,0.58999997,,210101
199410,802,210101,5,0.38999999,,210101
200312,801,210101,11,0.41,,210101
198911,4,210101,12,0.5,,210101
200003,106,210101,3,0.38999999,,210101
200309,962,210101,12,0.63,,210101
199001,4,210101,9,0.44999999,,210101
199806,939,210101,10,0.23,,210101
199411,910,210101,5,0.31999999,,210101
199410,81,210101,10,0.75,,210101
199108,1,210101,2,0.49000001,,210101
200301,807,210101,4,0.38999999,,210101
199908,937,210101,2,0.44999999,,210101
198912,1,210101,9,0.38999999,,210101
199104,90,210101,6,0.47,,210101
199810,18,210101,6,0.88999999,,210101
200306,801,210101,5,0.36000001,Q,210101
199405,2,210101,2,0.50999999,,210101
199611,122,210101,3,0.43000001,,210101
200008,26,210101,13,0.38999999,,210101
198909,24,210101,11,0.63999999,,210101
198804,8,210101,6,0.47999999,,210101
200303,951,210101,6,0.38,,210101
198901,10,210101,12,0.44999999,,210101
198912,8,210101,12,0.61000001,,210101
199608,910,210101,10,0.41999999,,210101
199601,911,210101,9,0.63,,210101
200111,124,210101,2,0.69999999,,210101
200102,129,210101,2,0.69,,210101
199307,140,210101,11,0.47,,210101
199308,183,210101,10,0.44999999,,210101
200205,802,210101,6,0.30000001,,210101
199101,11,210101,12,0.41999999,,210101
199312,77,210101,4,0.79000002,,210101
199101,2,210101,8,0.63999999,,210101
199004,117,210101,10,0.62,,210101
199512,97,210101,12,0.51999998,,210101
200101,803,210101,8,0.28999999,S,210101
199206,911,210101,9,0.57999998,,210101
199803,6,210101,2,0.75,,210101
198907,1,210101,12,0.46000001,,210101
199703,193,210101,2,0.92000002,,210101
199103,3,210101,5,0.47,,210101
199407,901,210101,9,0.28999999,,210101
198911,47,210101,4,0.47999999,,210101
198812,33,210101,7,0.54000002,,210101
199104,150,210101,5,0.47,,210101
199807,808,210101,8,0.69,,210101
199601,801,210101,10,0.62,,210101
199010,1,210101,9,0.43000001,,210101
199604,132,210101,3,0.56999999,,210101
199512,37,210101,7,0.27000001,,210101
200312,962,210101,9,0.68000001,,210101
199512,132,210101,3,0.80000001,,210101
199602,125,210101,6,0.81,,210101
198906,1,210101,10,0.44,,210101
200308,803,210101,7,0.72000003,,210101
200003,803,210101,12,0.64999998,,210101
199005,96,210101,8,0.63,,210101
199612,5,210101,7,0.79000002,,210101
198804,5,210101,2,0.62,,210101
199312,910,210101,3,0.47,,210101
199105,4,210101,9,0.44999999,,210101
199501,203,210101,3,0.79000002,,210101
199404,802,210101,9,0.64999998,,210101
199608,21,210101,6,0.47,,210101
200208,808,210101,9,0.38999999,Q,210101
200102,937,210101,3,0.49000001,,210101
200211,46,210101,12,0.58999997,,210101
199003,1,210101,4,0.44,,210101
198910,28,210101,4,0.63999999,,210101
199210,3,210101,3,0.79000002,,210101
198812,10,210101,7,0.56,,210101
199610,910,210101,2,0.38999999,S,210101
200312,954,210101,4,0.44999999,,210101
200001,43,210101,2,0.72000003,,210101
199511,114,210101,2,0.70999998,,210101
199504,3,210101,4,0.85000002,,210101
199702,72,210101,3,0.69,,210101
199612,111,210101,5,0.80000001,,210101
199106,7,210101,10,0.47999999,,210101
